"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"PI";"03/2021";"52.970,00";"Auxílio Emergencial";
"MS";"04/2016";"53.019,30";"Seguro Defeso";
"MS";"07/2020";"53.317,19";"Seguro Defeso";
"MS";"11/2022";"53.328,00";"Seguro Defeso";
"SC";"05/2016";"53.360,00";"PETI";
"RN";"11/2017";"53.380,00";"Garantia-Safra";
"RO";"12/2018";"53.424,00";"Seguro Defeso";
"SC";"04/2016";"53.500,00";"PETI";
"SC";"03/2016";"53.640,00";"PETI";
"MG";"06/2022";"53.890,00";"Garantia-Safra";
"SC";"02/2016";"53.905,00";"PETI";
"SC";"01/2016";"53.955,00";"PETI";
"DF";"12/2022";"54.000,00";"Auxílio Emergencial";
"MT";"07/2023";"54.120,00";"Seguro Defeso";
"RR";"08/2017";"54.346,00";"Seguro Defeso";
"AM";"11/2018";"54.378,00";"Seguro Defeso";
"PE";"07/2023";"54.400,00";"Garantia-Safra";
"PB";"09/2022";"54.800,00";"Auxílio Emergencial";
"AL";"10/2020";"55.080,00";"Garantia-Safra";
"RN";"01/2018";"55.080,00";"Garantia-Safra";
"PI";"11/2017";"55.080,00";"Garantia-Safra";
"RN";"07/2022";"55.250,00";"Garantia-Safra";
"RO";"11/2018";"55.332,00";"Seguro Defeso";
"MT";"10/2023";"55.440,00";"Seguro Defeso";
"AL";"11/2022";"55.590,28";"Seguro Defeso";
"MG";"08/2017";"55.645,22";"Seguro Defeso";
"GO";"11/2019";"55.845,88";"Seguro Defeso";
"PB";"06/2022";"56.100,00";"Garantia-Safra";
"PI";"11/2022";"56.100,00";"Garantia-Safra";
"MT";"07/2017";"56.381,13";"Seguro Defeso";
"SE";"10/2023";"56.748,00";"Seguro Defeso";
"PR";"09/2023";"56.760,00";"Seguro Defeso";
"MT";"08/2023";"56.771,55";"Seguro Defeso";
"MT";"09/2023";"56.772,00";"Seguro Defeso";
"AP";"12/2018";"56.850,93";"Seguro Defeso";
"CE";"09/2021";"56.950,00";"Garantia-Safra";
"PE";"08/2022";"56.950,00";"Garantia-Safra";
"RR";"03/2021";"57.000,00";"Auxílio Emergencial";
"MG";"09/2016";"57.182,44";"Seguro Defeso";
"MA";"10/2022";"57.600,00";"Auxílio Emergencial";
"RR";"06/2022";"58.200,00";"Auxílio Emergencial";
"PE";"09/2023";"58.310,00";"Garantia-Safra";
"MG";"10/2023";"58.650,00";"Garantia-Safra";
"PE";"08/2022";"59.388,00";"Seguro Defeso";
"MS";"02/2022";"59.400,00";"Auxílio Emergencial";
"AC";"08/2020";"59.565,00";"Seguro Defeso";
"RN";"01/2020";"59.670,00";"Garantia-Safra";
"AP";"10/2016";"59.882,84";"Seguro Defeso";
"RO";"12/2017";"59.968,00";"Seguro Defeso";
"AL";"09/2018";"60.102,00";"Seguro Defeso";
"SE";"07/2021";"60.350,00";"Garantia-Safra";
"SP";"09/2022";"60.600,00";"Seguro Defeso";
"AL";"08/2022";"60.600,00";"Auxílio Emergencial";
"MS";"05/2018";"60.701,00";"Seguro Defeso";
"RR";"08/2022";"60.900,00";"Auxílio Emergencial";
"DF";"04/2018";"61.056,00";"Seguro Defeso";
"AL";"12/2022";"61.200,00";"Garantia-Safra";
"BA";"01/2023";"61.800,00";"Auxílio Emergencial";
"MS";"05/2022";"61.832,00";"Auxílio Emergencial";
"RR";"09/2019";"61.876,00";"Seguro Defeso";
"CE";"09/2018";"62.010,00";"Seguro Defeso";
"RN";"06/2021";"62.900,00";"Garantia-Safra";
"MS";"06/2022";"63.300,00";"Auxílio Emergencial";
"GO";"09/2022";"63.400,00";"Auxílio Emergencial";
"MA";"07/2016";"63.501,23";"Seguro Defeso";
"PR";"08/2016";"63.655,00";"PETI";
"PR";"09/2016";"63.755,00";"PETI";
"BA";"12/2022";"63.900,00";"Auxílio Emergencial";
"SE";"12/2021";"64.600,00";"Garantia-Safra";
"MS";"08/2023";"64.680,00";"Seguro Defeso";
"PR";"07/2016";"64.825,00";"PETI";
"AL";"07/2021";"65.450,00";"Garantia-Safra";
"AL";"08/2022";"65.450,00";"Garantia-Safra";
"CE";"06/2023";"65.450,00";"Garantia-Safra";
"PR";"06/2016";"65.475,00";"PETI";
"PR";"09/2022";"65.700,00";"Auxílio Emergencial";
"MA";"01/2017";"65.960,00";"Garantia-Safra";
"MA";"02/2017";"65.960,00";"Garantia-Safra";
"PR";"05/2016";"66.080,00";"PETI";
"RR";"02/2022";"66.281,43";"Seguro Defeso";
"PI";"10/2023";"66.300,00";"Garantia-Safra";
"AP";"02/2022";"66.605,00";"Auxílio Emergencial";
"MS";"09/2022";"66.660,00";"Seguro Defeso";
"PR";"04/2016";"66.740,00";"PETI";
"GO";"10/2016";"67.055,00";"PETI";
"AC";"07/2019";"67.107,72";"Seguro Defeso";
"PE";"11/2022";"67.490,00";"Garantia-Safra";
"PA";"09/2022";"67.860,00";"Auxílio Emergencial";
"MT";"03/2022";"68.035,00";"Auxílio Emergencial";
"PR";"03/2016";"68.240,00";"PETI";
"AL";"05/2022";"68.489,00";"Auxílio Emergencial";
"PE";"07/2023";"68.640,00";"Seguro Defeso";
"RR";"08/2016";"68.640,00";"Seguro Defeso";
"MG";"11/2021";"68.680,00";"Garantia-Safra";
"PR";"02/2016";"68.775,00";"PETI";
"RN";"07/2017";"68.847,94";"Seguro Defeso";
"RN";"06/2016";"68.891,75";"Seguro Defeso";
"PE";"11/2020";"68.970,00";"Seguro Defeso";
"GO";"08/2022";"69.084,00";"Seguro Defeso";
"RN";"12/2022";"69.084,00";"Seguro Defeso";
"MS";"08/2019";"69.264,94";"Seguro Defeso";
"AM";"10/2022";"69.600,00";"Auxílio Emergencial";
"MG";"10/2016";"69.638,33";"Seguro Defeso";
"PR";"01/2016";"69.740,00";"PETI";
"AP";"08/2022";"69.900,00";"Auxílio Emergencial";
"SE";"08/2021";"70.550,00";"Garantia-Safra";
"RS";"05/2017";"70.756,78";"Seguro Defeso";
"MG";"01/2023";"70.800,00";"Auxílio Emergencial";
"TO";"09/2019";"70.839,00";"Seguro Defeso";
"SE";"03/2022";"71.100,00";"Auxílio Emergencial";
"MT";"09/2020";"71.156,00";"Seguro Defeso";
"PI";"08/2023";"71.400,00";"Garantia-Safra";
"ES";"05/2022";"71.439,00";"Auxílio Emergencial";
"MS";"10/2022";"71.508,00";"Seguro Defeso";
"SP";"08/2018";"71.864,41";"Seguro Defeso";
"GO";"09/2019";"71.873,00";"Seguro Defeso";
"RS";"06/2018";"71.962,44";"Seguro Defeso";
"RN";"01/2016";"72.481,23";"Seguro Defeso";
"MS";"12/2021";"72.652,00";"Auxílio Emergencial";
"MA";"07/2017";"72.760,00";"Garantia-Safra";
"PE";"09/2021";"72.856,71";"Seguro Defeso";
"SC";"05/2022";"73.155,00";"Auxílio Emergencial";
"RR";"11/2021";"73.500,00";"Auxílio Emergencial";
"TO";"11/2022";"73.932,00";"Seguro Defeso";
"MA";"06/2017";"74.460,00";"Garantia-Safra";
"PE";"08/2017";"74.491,75";"Seguro Defeso";
"MA";"09/2022";"74.770,00";"Auxílio Emergencial";
"CE";"10/2021";"74.800,00";"Garantia-Safra";
"RO";"11/2020";"75.240,00";"Seguro Defeso";
"GO";"08/2023";"75.240,00";"Seguro Defeso";
"RO";"10/2022";"75.900,00";"Auxílio Emergencial";
"PB";"10/2022";"75.900,00";"Auxílio Emergencial";
"AL";"03/2022";"76.166,00";"Auxílio Emergencial";
"RO";"10/2018";"76.320,00";"Seguro Defeso";
"SE";"09/2018";"76.500,00";"Garantia-Safra";
"PB";"06/2022";"77.100,00";"Auxílio Emergencial";
"MS";"03/2022";"77.400,00";"Auxílio Emergencial";
"DF";"01/2023";"77.700,00";"Auxílio Emergencial";
"PE";"07/2017";"77.771,00";"Seguro Defeso";
"TO";"08/2022";"78.600,00";"Auxílio Emergencial";
"GO";"07/2022";"78.780,00";"Seguro Defeso";
"MG";"10/2017";"79.016,23";"Seguro Defeso";
"AL";"06/2023";"79.050,00";"Garantia-Safra";
"AL";"07/2022";"79.050,00";"Garantia-Safra";
"ES";"03/2022";"80.063,00";"Auxílio Emergencial";
"RS";"06/2016";"80.309,01";"Seguro Defeso";
"PE";"09/2023";"80.366,00";"Seguro Defeso";
"SE";"05/2018";"80.560,28";"Seguro Defeso";
"TO";"05/2017";"80.582,00";"Seguro Defeso";
"GO";"05/2022";"81.204,00";"Seguro Defeso";
"SE";"11/2021";"81.364,51";"Seguro Defeso";
"GO";"08/2021";"81.400,00";"Seguro Defeso";
"DF";"09/2022";"81.843,00";"Auxílio Emergencial";
"CE";"08/2016";"81.895,00";"Garantia-Safra";
"PB";"07/2021";"82.790,00";"Garantia-Safra";
"RS";"06/2023";"83.273,55";"Seguro Defeso";
"MS";"04/2017";"83.393,00";"Seguro Defeso";
"PI";"08/2022";"83.400,00";"Auxílio Emergencial";
"AC";"11/2019";"83.832,00";"Seguro Defeso";
"GO";"07/2023";"84.480,00";"Seguro Defeso";
"MT";"10/2019";"84.830,00";"Seguro Defeso";
"RN";"08/2022";"85.200,00";"Auxílio Emergencial";
"SP";"08/2016";"85.351,00";"Seguro Defeso";
"GO";"04/2016";"85.456,44";"Seguro Defeso";
"RN";"11/2021";"85.510,00";"Auxílio Emergencial";
"RO";"10/2019";"85.815,05";"Seguro Defeso";
"GO";"08/2019";"85.844,79";"Seguro Defeso";
"PI";"09/2021";"85.850,00";"Garantia-Safra";
"RN";"11/2022";"86.052,00";"Seguro Defeso";
"MS";"05/2022";"86.052,00";"Seguro Defeso";
"PI";"04/2019";"86.190,00";"Garantia-Safra";
"GO";"06/2017";"86.204,00";"Seguro Defeso";
"PB";"11/2017";"86.395,00";"Garantia-Safra";
"RO";"03/2022";"86.411,00";"Auxílio Emergencial";
"AL";"10/2022";"87.091,38";"Seguro Defeso";
"MT";"08/2022";"87.264,00";"Seguro Defeso";
"PB";"06/2023";"87.550,00";"Garantia-Safra";
"MT";"11/2021";"88.200,00";"Auxílio Emergencial";
"RS";"05/2018";"88.215,00";"Seguro Defeso";
"PI";"11/2020";"88.230,00";"Garantia-Safra";
"RO";"09/2023";"88.440,00";"Seguro Defeso";
"PR";"09/2020";"88.825,00";"Seguro Defeso";
"GO";"07/2017";"89.015,00";"Seguro Defeso";
"PR";"09/2021";"89.100,00";"Seguro Defeso";
"PB";"08/2021";"89.250,00";"Garantia-Safra";
"CE";"04/2016";"89.573,44";"Seguro Defeso";
"SE";"08/2022";"90.000,00";"Auxílio Emergencial";
"RO";"06/2017";"90.889,00";"Seguro Defeso";
"GO";"05/2018";"91.751,84";"Seguro Defeso";
"RO";"06/2022";"91.800,00";"Auxílio Emergencial";
"RR";"01/2022";"92.460,00";"Seguro Defeso";
"SC";"06/2022";"92.700,00";"Auxílio Emergencial";
"TO";"05/2018";"92.731,00";"Seguro Defeso";
"PI";"11/2021";"93.000,00";"Auxílio Emergencial";
"GO";"10/2022";"93.000,00";"Auxílio Emergencial";
"MT";"09/2022";"93.041,51";"Seguro Defeso";
"MG";"10/2021";"93.500,00";"Garantia-Safra";
"MG";"09/2021";"93.840,00";"Garantia-Safra";
"PE";"09/2022";"93.840,00";"Garantia-Safra";
"PR";"05/2022";"93.945,00";"Auxílio Emergencial";
"RR";"12/2021";"94.202,00";"Auxílio Emergencial";
"SC";"11/2021";"95.483,00";"Auxílio Emergencial";
"SE";"02/2022";"95.732,00";"Auxílio Emergencial";
"PI";"08/2021";"96.050,00";"Garantia-Safra";
"RJ";"09/2022";"96.591,00";"Auxílio Emergencial";
"SE";"10/2022";"96.966,18";"Seguro Defeso";
"AC";"10/2017";"97.448,00";"Seguro Defeso";
"SE";"11/2021";"97.750,00";"Garantia-Safra";
"CE";"06/2022";"99.000,00";"Auxílio Emergencial";
"MT";"04/2018";"99.417,03";"Seguro Defeso";
"RN";"11/2020";"100.320,00";"Seguro Defeso";
"PI";"09/2017";"100.810,00";"Garantia-Safra";
"TO";"11/2021";"101.040,83";"Seguro Defeso";
"PR";"09/2019";"101.189,42";"Seguro Defeso";
"TO";"12/2020";"101.342,88";"Seguro Defeso";
"SE";"11/2021";"101.400,00";"Auxílio Emergencial";
"PE";"10/2018";"102.078,00";"Seguro Defeso";
"RJ";"07/2016";"102.381,67";"Seguro Defeso";
"MT";"07/2020";"102.410,00";"Seguro Defeso";
"MG";"08/2016";"102.733,01";"Seguro Defeso";
"PE";"12/2017";"102.850,00";"Garantia-Safra";
"MG";"11/2022";"102.961,17";"Seguro Defeso";
"Inválido";"05/2022";"103.022,82";"BPC";
"RO";"08/2018";"103.032,00";"Seguro Defeso";
"PR";"07/2018";"103.032,00";"Seguro Defeso";
"MT";"12/2021";"103.602,00";"Auxílio Emergencial";
"PB";"12/2022";"104.040,00";"Garantia-Safra";
"AP";"09/2016";"104.049,27";"Seguro Defeso";
"RR";"02/2022";"104.202,00";"Auxílio Emergencial";
"SP";"09/2016";"104.568,62";"Seguro Defeso";
"PI";"03/2016";"104.720,00";"Seguro Defeso";
"MA";"06/2022";"105.300,00";"Auxílio Emergencial";
"MA";"01/2021";"105.400,00";"Garantia-Safra";
"RR";"03/2020";"105.645,00";"Seguro Defeso";
"MG";"11/2018";"105.938,52";"Seguro Defeso";
"MA";"03/2022";"106.250,00";"Garantia-Safra";
"MG";"11/2017";"106.540,77";"Seguro Defeso";
"RN";"10/2021";"106.669,63";"Seguro Defeso";
"AC";"07/2021";"106.700,00";"Seguro Defeso";
"PR";"08/2021";"106.700,00";"Seguro Defeso";
"AC";"08/2019";"106.786,00";"Seguro Defeso";
"RS";"06/2017";"108.165,38";"Seguro Defeso";
"PE";"10/2022";"108.360,00";"Auxílio Emergencial";
"MA";"11/2021";"108.600,00";"Auxílio Emergencial";
"RN";"08/2020";"108.800,00";"Garantia-Safra";
"PA";"01/2023";"109.500,00";"Auxílio Emergencial";
"PB";"05/2022";"109.650,00";"Garantia-Safra";
"AC";"06/2020";"109.725,00";"Seguro Defeso";
"PR";"12/2016";"109.875,00";"PETI";
"GO";"06/2022";"110.292,00";"Seguro Defeso";
"PE";"11/2021";"110.330,00";"Garantia-Safra";
"PB";"09/2023";"110.880,00";"Seguro Defeso";
"RR";"11/2019";"111.776,00";"Seguro Defeso";
"AL";"01/2021";"112.200,00";"Garantia-Safra";
"ES";"06/2022";"112.500,00";"Auxílio Emergencial";
"MG";"11/2021";"113.102,72";"Seguro Defeso";
"MT";"06/2022";"113.700,00";"Auxílio Emergencial";
"PI";"10/2022";"113.700,00";"Auxílio Emergencial";
"RN";"12/2019";"114.770,00";"Seguro Defeso";
"RR";"02/2023";"115.878,00";"Seguro Defeso";
"RS";"04/2016";"116.228,95";"Seguro Defeso";
"PB";"12/2018";"116.324,00";"Seguro Defeso";
"DF";"06/2022";"116.700,00";"Auxílio Emergencial";
"MT";"08/2022";"117.000,00";"Auxílio Emergencial";
"RS";"05/2022";"117.402,03";"Seguro Defeso";
"MT";"07/2022";"117.509,23";"Seguro Defeso";
"RO";"11/2022";"117.564,00";"Seguro Defeso";
"AL";"11/2016";"117.640,00";"Garantia-Safra";
"RR";"03/2021";"117.700,00";"Seguro Defeso";
"MG";"12/2022";"117.810,00";"Garantia-Safra";
"SE";"07/2016";"117.895,47";"Seguro Defeso";
"MG";"06/2023";"118.150,00";"Garantia-Safra";
"RN";"03/2022";"118.475,00";"Auxílio Emergencial";
"AL";"10/2016";"119.510,00";"Garantia-Safra";
"PE";"07/2022";"119.590,00";"Garantia-Safra";
"PB";"03/2022";"119.744,00";"Auxílio Emergencial";
"RN";"10/2019";"119.850,00";"Garantia-Safra";
"PI";"07/2023";"119.850,00";"Garantia-Safra";
"AC";"09/2017";"119.936,00";"Seguro Defeso";
"AL";"09/2023";"120.285,74";"Seguro Defeso";
"SP";"12/2022";"120.300,00";"Auxílio Emergencial";
"PB";"12/2020";"120.700,00";"Garantia-Safra";
"CE";"08/2021";"121.550,00";"Garantia-Safra";
"DF";"11/2021";"121.800,00";"Auxílio Emergencial";
"RR";"12/2020";"122.231,64";"Seguro Defeso";
"SE";"07/2016";"122.400,00";"Garantia-Safra";
"RR";"05/2022";"122.494,00";"Auxílio Emergencial";
"SE";"12/2021";"123.565,00";"Auxílio Emergencial";
"SC";"07/2023";"124.080,00";"Seguro Defeso";
"DF";"08/2022";"124.200,00";"Auxílio Emergencial";
"RN";"07/2023";"124.950,00";"Garantia-Safra";
"AP";"11/2017";"125.006,59";"Seguro Defeso";
"AP";"07/2016";"125.840,00";"Seguro Defeso";
"RO";"11/2021";"126.000,00";"Auxílio Emergencial";
"AM";"08/2022";"126.300,00";"Auxílio Emergencial";
"PI";"06/2019";"126.480,00";"Garantia-Safra";
"GO";"04/2017";"126.495,00";"Seguro Defeso";
"PB";"01/2019";"126.674,00";"Seguro Defeso";
"PI";"03/2022";"126.697,00";"Auxílio Emergencial";
"AL";"12/2021";"126.960,00";"Auxílio Emergencial";
"MG";"05/2020";"126.990,00";"Garantia-Safra";
"AL";"02/2022";"127.192,00";"Auxílio Emergencial";
"AC";"05/2022";"127.260,00";"Seguro Defeso";
"CE";"10/2022";"128.350,00";"Garantia-Safra";
"PI";"12/2021";"128.542,00";"Auxílio Emergencial";
"RS";"06/2021";"128.700,00";"Seguro Defeso";
"CE";"05/2022";"129.254,00";"Auxílio Emergencial";
"TO";"08/2023";"129.360,00";"Seguro Defeso";
"PE";"08/2016";"129.540,00";"Garantia-Safra";
"DF";"12/2021";"129.568,00";"Auxílio Emergencial";
"MG";"07/2017";"130.872,52";"Seguro Defeso";
"PB";"08/2022";"131.100,00";"Auxílio Emergencial";
"MG";"09/2017";"132.004,35";"Seguro Defeso";
"PI";"08/2016";"132.090,00";"Garantia-Safra";
"GO";"09/2016";"132.110,00";"PETI";
"CE";"12/2017";"132.117,00";"Seguro Defeso";
"PI";"02/2016";"132.668,00";"Seguro Defeso";
"PB";"02/2016";"132.880,00";"Seguro Defeso";
"SC";"03/2022";"133.414,00";"Auxílio Emergencial";
"GO";"08/2016";"133.630,00";"PETI";
"AM";"02/2022";"134.100,00";"Auxílio Emergencial";
"RN";"07/2022";"134.532,00";"Seguro Defeso";
"PI";"06/2022";"134.700,00";"Auxílio Emergencial";
"GO";"07/2016";"135.000,00";"PETI";
"PI";"10/2020";"135.490,00";"Garantia-Safra";
"MT";"07/2019";"135.870,48";"Seguro Defeso";
"GO";"06/2016";"136.300,00";"PETI";
"MG";"04/2022";"136.680,00";"Garantia-Safra";
"MA";"05/2022";"137.129,00";"Auxílio Emergencial";
"AL";"08/2018";"137.376,00";"Seguro Defeso";
"GO";"05/2016";"137.395,00";"PETI";
"TO";"12/2021";"137.553,00";"Auxílio Emergencial";
"GO";"07/2020";"137.940,00";"Seguro Defeso";
"AL";"07/2017";"138.082,77";"Seguro Defeso";
"GO";"04/2016";"138.180,00";"PETI";
"AM";"08/2023";"138.550,00";"Garantia-Safra";
"MA";"04/2017";"138.720,00";"Garantia-Safra";
"MA";"05/2017";"138.720,00";"Garantia-Safra";
"MA";"03/2017";"138.720,00";"Garantia-Safra";
"CE";"10/2019";"138.722,00";"Seguro Defeso";
"RN";"02/2022";"139.138,00";"Auxílio Emergencial";
"GO";"03/2016";"139.550,00";"PETI";
"SP";"09/2023";"139.920,00";"Seguro Defeso";
"RJ";"10/2022";"140.100,00";"Auxílio Emergencial";
"RO";"09/2019";"140.718,00";"Seguro Defeso";
"GO";"02/2016";"140.825,00";"PETI";
"MT";"02/2022";"140.844,00";"Auxílio Emergencial";
"CE";"07/2021";"141.100,00";"Garantia-Safra";
"MS";"07/2023";"141.240,00";"Seguro Defeso";
"AM";"11/2021";"141.300,00";"Auxílio Emergencial";
"SP";"07/2017";"141.479,86";"Seguro Defeso";
"GO";"01/2016";"141.895,00";"PETI";
"PB";"09/2016";"142.460,00";"Garantia-Safra";
"MG";"04/2017";"142.970,00";"Garantia-Safra";
"AL";"09/2021";"143.000,00";"Seguro Defeso";
"RN";"12/2017";"144.330,00";"Garantia-Safra";
"ES";"02/2022";"144.900,00";"Auxílio Emergencial";
"PR";"06/2023";"145.164,00";"Seguro Defeso";
"PI";"08/2022";"145.350,00";"Garantia-Safra";
"TO";"09/2021";"146.363,57";"Seguro Defeso";
"MS";"08/2022";"146.421,00";"Auxílio Emergencial";
"CE";"08/2022";"148.650,00";"Auxílio Emergencial";
"PR";"06/2022";"149.852,00";"Auxílio Emergencial";
"PB";"09/2022";"150.288,00";"Seguro Defeso";
"PE";"09/2022";"150.400,00";"Auxílio Emergencial";
"MG";"06/2018";"150.450,00";"Garantia-Safra";
"MS";"07/2021";"150.700,00";"Seguro Defeso";
"RJ";"09/2018";"150.732,00";"Seguro Defeso";
"RN";"11/2018";"151.300,00";"Garantia-Safra";
"MS";"10/2020";"151.525,00";"Seguro Defeso";
"SP";"08/2017";"152.019,00";"Seguro Defeso";
"MG";"07/2016";"152.336,62";"Seguro Defeso";
"PI";"02/2022";"154.435,00";"Auxílio Emergencial";
"CE";"09/2023";"154.440,00";"Seguro Defeso";
"RJ";"09/2016";"154.780,63";"Seguro Defeso";
"AL";"09/2020";"155.550,00";"Garantia-Safra";
"DF";"10/2022";"156.000,00";"Auxílio Emergencial";
"ES";"08/2022";"156.300,00";"Auxílio Emergencial";
"AC";"12/2017";"156.466,10";"Seguro Defeso";
"AL";"10/2021";"157.355,04";"Seguro Defeso";
"MA";"03/2022";"157.669,00";"Auxílio Emergencial";
"PR";"12/2019";"157.684,00";"Seguro Defeso";
"MS";"08/2020";"157.818,00";"Seguro Defeso";
"MA";"08/2022";"157.950,00";"Auxílio Emergencial";
"DF";"03/2021";"158.100,00";"Auxílio Emergencial";
"MG";"06/2017";"158.780,00";"Garantia-Safra";
"AM";"07/2023";"158.950,00";"Garantia-Safra";
"DF";"02/2022";"158.996,00";"Auxílio Emergencial";
"PR";"10/2016";"159.280,00";"Seguro Defeso";
"SE";"09/2016";"159.315,36";"Seguro Defeso";
"MG";"12/2020";"160.480,00";"Garantia-Safra";
"CE";"05/2020";"160.650,00";"Garantia-Safra";
"RO";"12/2019";"160.678,00";"Seguro Defeso";
"RR";"08/2019";"160.678,00";"Seguro Defeso";
"PB";"05/2022";"160.759,00";"Auxílio Emergencial";
"PE";"10/2021";"161.330,00";"Garantia-Safra";
"RN";"12/2021";"161.369,00";"Auxílio Emergencial";
"PE";"06/2023";"161.500,00";"Garantia-Safra";
"SE";"05/2020";"163.200,00";"Garantia-Safra";
"Inválido";"08/2021";"163.900,00";"BPC";
"Inválido";"07/2021";"163.900,00";"BPC";
"MT";"06/2017";"163.975,00";"Seguro Defeso";
"PI";"07/2022";"164.900,00";"Garantia-Safra";
"PI";"08/2020";"164.900,00";"Garantia-Safra";
"RO";"02/2022";"165.498,00";"Auxílio Emergencial";
"PR";"10/2022";"166.044,00";"Seguro Defeso";
"GO";"06/2023";"166.320,00";"Seguro Defeso";
"PR";"10/2023";"166.320,00";"Seguro Defeso";
"PE";"06/2022";"167.400,00";"Auxílio Emergencial";
"RS";"05/2022";"167.918,00";"Auxílio Emergencial";
"AM";"03/2022";"167.985,00";"Auxílio Emergencial";
"PE";"11/2021";"168.297,41";"Seguro Defeso";
"PI";"01/2021";"168.300,00";"Garantia-Safra";
"SP";"07/2016";"169.048,41";"Seguro Defeso";
"AL";"05/2022";"169.150,00";"Garantia-Safra";
"AC";"08/2022";"169.680,00";"Seguro Defeso";
"PB";"11/2021";"170.100,00";"Auxílio Emergencial";
"CE";"10/2023";"170.280,00";"Seguro Defeso";
"MG";"10/2022";"170.781,48";"Seguro Defeso";
"TO";"10/2022";"170.892,00";"Seguro Defeso";
"AM";"12/2021";"171.003,00";"Auxílio Emergencial";
"PE";"11/2019";"171.656,00";"Seguro Defeso";
"RJ";"07/2018";"171.720,00";"Seguro Defeso";
"RN";"10/2018";"171.870,00";"Garantia-Safra";
"MS";"11/2021";"172.500,00";"Auxílio Emergencial";
"MG";"04/2021";"172.550,00";"Garantia-Safra";
"GO";"08/2018";"172.674,00";"Seguro Defeso";
"MA";"12/2019";"173.400,00";"Garantia-Safra";
"GO";"07/2021";"173.800,00";"Seguro Defeso";
"SE";"08/2016";"174.923,67";"Seguro Defeso";
"PE";"09/2021";"175.270,00";"Garantia-Safra";
"AM";"05/2022";"175.435,00";"Auxílio Emergencial";
"AL";"02/2019";"175.807,21";"Seguro Defeso";
"RJ";"08/2018";"176.490,00";"Seguro Defeso";
"ES";"06/2016";"176.622,77";"Seguro Defeso";
"ES";"08/2017";"177.183,69";"Seguro Defeso";
"DF";"10/2020";"177.650,00";"Seguro Defeso";
"SC";"12/2021";"178.011,00";"Auxílio Emergencial";
"PR";"08/2019";"178.570,15";"Seguro Defeso";
"GO";"06/2022";"178.800,00";"Auxílio Emergencial";
"RR";"11/2020";"179.740,00";"Seguro Defeso";
"MA";"12/2021";"179.984,00";"Auxílio Emergencial";
"RO";"12/2021";"181.470,00";"Auxílio Emergencial";
"PI";"05/2022";"181.879,00";"Auxílio Emergencial";
"PE";"10/2023";"182.160,00";"Seguro Defeso";
"MT";"04/2016";"182.308,18";"Seguro Defeso";
"RR";"03/2023";"182.351,94";"Seguro Defeso";
"CE";"03/2020";"183.260,00";"Garantia-Safra";
"AM";"06/2022";"183.600,00";"Auxílio Emergencial";
"RO";"08/2023";"184.800,00";"Seguro Defeso";
"AL";"07/2018";"185.108,53";"Seguro Defeso";
"PR";"11/2021";"185.325,00";"Auxílio Emergencial";
"MS";"06/2023";"185.380,70";"Seguro Defeso";
"PB";"11/2018";"185.888,04";"Seguro Defeso";
"RO";"07/2018";"186.030,00";"Seguro Defeso";
"SP";"07/2018";"187.947,66";"Seguro Defeso";
"MG";"11/2019";"187.998,88";"Seguro Defeso";
"AP";"10/2017";"188.604,00";"Seguro Defeso";
"CE";"11/2021";"189.300,00";"Auxílio Emergencial";
"AP";"08/2016";"189.744,78";"Seguro Defeso";
"PE";"08/2023";"190.080,00";"Seguro Defeso";
"AL";"01/2019";"190.094,00";"Seguro Defeso";
"RJ";"08/2017";"190.712,43";"Seguro Defeso";
"CE";"09/2022";"191.250,00";"Garantia-Safra";
"SC";"08/2022";"192.000,00";"Auxílio Emergencial";
"SC";"01/2019";"192.312,88";"Seguro Defeso";
"RS";"04/2017";"192.421,73";"Seguro Defeso";
"RN";"09/2019";"192.600,00";"Seguro Defeso";
"PB";"01/2019";"192.610,00";"Garantia-Safra";
"AM";"01/2016";"193.063,58";"Seguro Defeso";
"CE";"11/2021";"193.704,00";"Seguro Defeso";
"RN";"08/2022";"193.920,00";"Seguro Defeso";
"AP";"08/2018";"194.089,16";"Seguro Defeso";
