"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"TO";"10/2014";"- 6.786,41";"Seguro Defeso";
"CE";"11/2015";"- 5.359,75";"Seguro Defeso";
"Inválido";"06/2013";"- 3.677,75";"Seguro Defeso";
"Inválido";"09/2013";"- 3.569,46";"Seguro Defeso";
"GO";"05/2015";"- 3.362,96";"Seguro Defeso";
"RR";"02/2014";"- 3.320,74";"Seguro Defeso";
"Inválido";"03/2013";"- 3.181,33";"Seguro Defeso";
"RR";"01/2014";"- 2.733,73";"Seguro Defeso";
"MS";"08/2015";"- 2.427,54";"Seguro Defeso";
"RR";"10/2014";"- 2.407,98";"Seguro Defeso";
"MG";"10/2015";"- 2.243,29";"Seguro Defeso";
"MS";"10/2015";"- 1.893,20";"Seguro Defeso";
"Inválido";"01/2015";"- 1.825,50";"Seguro Defeso";
"Inválido";"07/2014";"- 1.693,88";"Seguro Defeso";
"Inválido";"11/2013";"- 1.626,10";"Seguro Defeso";
"Inválido";"04/2013";"- 1.613,64";"Seguro Defeso";
"RR";"11/2014";"- 1.476,65";"Seguro Defeso";
"Inválido";"12/2014";"- 1.182,69";"Seguro Defeso";
"Inválido";"08/2015";"- 1.166,90";"Seguro Defeso";
"PR";"08/2014";"- 802,23";"Seguro Defeso";
"RR";"11/2015";"- 627,61";"Seguro Defeso";
"Inválido";"10/2015";"- 601,56";"Seguro Defeso";
"GO";"11/2013";"- 595,96";"Seguro Defeso";
"PR";"10/2013";"- 593,84";"Seguro Defeso";
"Inválido";"06/2015";"- 581,62";"Seguro Defeso";
"Inválido";"03/2015";"- 560,34";"Seguro Defeso";
"Inválido";"07/2013";"- 531,93";"Seguro Defeso";
"Inválido";"01/2014";"- 523,42";"Seguro Defeso";
"Inválido";"04/2014";"- 518,45";"Seguro Defeso";
"AC";"06/2013";"- 451,74";"Seguro Defeso";
"GO";"09/2013";"- 401,01";"Seguro Defeso";
"MT";"11/2014";"- 337,97";"Seguro Defeso";
"TO";"09/2014";"- 221,66";"Seguro Defeso";
"Inválido";"05/2013";"- 30,21";"Seguro Defeso";
"DF";"08/2014";"40,00";"PETI";
"DF";"06/2013";"40,00";"PETI";
"DF";"09/2014";"40,00";"PETI";
"DF";"04/2013";"40,00";"PETI";
"DF";"10/2014";"40,00";"PETI";
"DF";"02/2014";"40,00";"PETI";
"DF";"06/2014";"40,00";"PETI";
"DF";"05/2014";"40,00";"PETI";
"DF";"05/2013";"40,00";"PETI";
"DF";"03/2014";"40,00";"PETI";
"DF";"01/2015";"40,00";"PETI";
"DF";"07/2013";"40,00";"PETI";
"DF";"09/2013";"40,00";"PETI";
"DF";"03/2013";"40,00";"PETI";
"DF";"01/2014";"40,00";"PETI";
"DF";"01/2013";"40,00";"PETI";
"DF";"12/2014";"40,00";"PETI";
"DF";"02/2015";"40,00";"PETI";
"DF";"04/2014";"40,00";"PETI";
"DF";"08/2013";"40,00";"PETI";
"DF";"10/2013";"40,00";"PETI";
"DF";"02/2013";"40,00";"PETI";
"DF";"12/2013";"40,00";"PETI";
"DF";"11/2013";"40,00";"PETI";
"DF";"11/2014";"40,00";"PETI";
"AP";"05/2015";"50,00";"PETI";
"AP";"01/2015";"50,00";"PETI";
"AP";"03/2015";"50,00";"PETI";
"AP";"08/2015";"50,00";"PETI";
"AP";"04/2015";"50,00";"PETI";
"AP";"06/2015";"50,00";"PETI";
"AP";"11/2015";"50,00";"PETI";
"AP";"07/2015";"50,00";"PETI";
"AP";"02/2015";"50,00";"PETI";
"AP";"10/2015";"50,00";"PETI";
"AP";"09/2015";"50,00";"PETI";
"AP";"12/2015";"50,00";"PETI";
"MS";"11/2014";"54,36";"Seguro Defeso";
"MS";"09/2014";"57,62";"Seguro Defeso";
"DF";"07/2014";"80,00";"PETI";
"AP";"10/2014";"90,00";"PETI";
"AP";"12/2014";"90,00";"PETI";
"AP";"11/2014";"90,00";"PETI";
"AP";"09/2014";"155,00";"PETI";
"AP";"08/2014";"155,00";"PETI";
"RN";"10/2014";"170,00";"Garantia-Safra";
"AP";"06/2014";"180,00";"PETI";
"AP";"05/2014";"180,00";"PETI";
"AP";"07/2014";"180,00";"PETI";
"AP";"02/2014";"205,00";"PETI";
"AP";"03/2014";"205,00";"PETI";
"AP";"11/2013";"205,00";"PETI";
"AP";"01/2014";"205,00";"PETI";
"AP";"04/2014";"205,00";"PETI";
"AP";"09/2013";"205,00";"PETI";
"AP";"10/2013";"205,00";"PETI";
"AP";"12/2013";"205,00";"PETI";
"MT";"09/2015";"222,61";"Seguro Defeso";
"MT";"07/2014";"224,76";"Seguro Defeso";
"AP";"06/2013";"230,00";"PETI";
"AP";"05/2013";"230,00";"PETI";
"AP";"08/2013";"230,00";"PETI";
"AP";"07/2013";"230,00";"PETI";
"Inválido";"02/2013";"260,00";"Seguro Defeso";
"AP";"04/2013";"270,00";"PETI";
"AP";"01/2013";"270,00";"PETI";
"AP";"03/2013";"270,00";"PETI";
"AP";"02/2013";"270,00";"PETI";
"SE";"10/2014";"310,00";"Garantia-Safra";
"SE";"11/2014";"310,00";"Garantia-Safra";
"MG";"11/2013";"333,86";"Seguro Defeso";
"AL";"09/2014";"428,69";"Seguro Defeso";
"AC";"11/2015";"510,00";"PETI";
"AC";"09/2015";"510,00";"PETI";
"AC";"10/2015";"510,00";"PETI";
"AC";"12/2015";"510,00";"PETI";
"TO";"08/2013";"512,77";"Seguro Defeso";
"AC";"05/2015";"560,00";"PETI";
"AC";"08/2015";"560,00";"PETI";
"AC";"06/2015";"560,00";"PETI";
"AC";"04/2015";"560,00";"PETI";
"AC";"07/2015";"560,00";"PETI";
"AC";"03/2015";"585,00";"PETI";
"CE";"09/2015";"599,83";"Seguro Defeso";
"AC";"10/2014";"610,00";"PETI";
"AC";"08/2014";"610,00";"PETI";
"AC";"09/2014";"610,00";"PETI";
"AC";"01/2015";"610,00";"PETI";
"AC";"02/2015";"610,00";"PETI";
"AC";"12/2014";"610,00";"PETI";
"AC";"11/2014";"610,00";"PETI";
"MS";"06/2013";"678,00";"Seguro Defeso";
"MG";"04/2015";"680,00";"Garantia-Safra";
"SE";"06/2015";"680,00";"Garantia-Safra";
"PE";"11/2014";"724,00";"Seguro Defeso";
"AC";"07/2014";"725,00";"PETI";
"RR";"03/2015";"788,00";"Seguro Defeso";
"AC";"05/2014";"800,00";"PETI";
"AC";"06/2014";"800,00";"PETI";
"AC";"04/2014";"800,00";"PETI";
"AC";"03/2014";"800,00";"PETI";
"AM";"11/2015";"825,00";"PETI";
"AM";"09/2015";"825,00";"PETI";
"AM";"10/2015";"825,00";"PETI";
"AM";"12/2015";"825,00";"PETI";
"AC";"02/2014";"840,00";"PETI";
"RN";"10/2014";"844,48";"Seguro Defeso";
"AM";"08/2015";"850,00";"PETI";
"AL";"08/2015";"850,00";"Garantia-Safra";
"RO";"08/2015";"861,28";"Seguro Defeso";
"AC";"01/2014";"880,00";"PETI";
"AM";"07/2015";"900,00";"PETI";
"AM";"06/2015";"925,00";"PETI";
"AM";"06/2013";"940,00";"PETI";
"AM";"05/2013";"940,00";"PETI";
"AC";"12/2013";"945,00";"PETI";
"AM";"05/2015";"950,00";"PETI";
"AM";"04/2015";"950,00";"PETI";
"AM";"04/2013";"965,00";"PETI";
"AM";"01/2013";"965,00";"PETI";
"AM";"03/2013";"965,00";"PETI";
"AM";"02/2013";"965,00";"PETI";
"TO";"08/2014";"965,68";"Seguro Defeso";
"MT";"10/2014";"974,61";"Seguro Defeso";
"AM";"03/2015";"975,00";"PETI";
"AC";"09/2013";"975,00";"PETI";
"AM";"01/2014";"975,00";"PETI";
"AC";"10/2013";"975,00";"PETI";
"AC";"11/2013";"985,00";"PETI";
"AM";"05/2014";"1.000,00";"PETI";
"AM";"06/2014";"1.000,00";"PETI";
"AM";"07/2014";"1.000,00";"PETI";
"AC";"08/2013";"1.025,00";"PETI";
"AM";"12/2013";"1.025,00";"PETI";
"MS";"05/2013";"1.043,77";"Seguro Defeso";
"AM";"10/2014";"1.050,00";"PETI";
"AM";"02/2015";"1.050,00";"PETI";
"AM";"04/2014";"1.050,00";"PETI";
"AM";"11/2013";"1.065,00";"PETI";
"AM";"07/2013";"1.065,00";"PETI";
"AM";"01/2015";"1.075,00";"PETI";
"AM";"12/2014";"1.075,00";"PETI";
"AM";"08/2013";"1.090,00";"PETI";
"AM";"10/2013";"1.090,00";"PETI";
"AM";"09/2013";"1.090,00";"PETI";
"AM";"02/2014";"1.100,00";"PETI";
"AM";"03/2014";"1.100,00";"PETI";
"AM";"11/2014";"1.100,00";"PETI";
"Inválido";"02/2014";"1.140,00";"Seguro Defeso";
"AM";"08/2014";"1.150,00";"PETI";
"AM";"09/2014";"1.150,00";"PETI";
"MG";"06/2015";"1.190,00";"Garantia-Safra";
"RN";"10/2015";"1.190,00";"Garantia-Safra";
"AC";"06/2013";"1.220,00";"PETI";
"AC";"07/2013";"1.220,00";"PETI";
"AC";"04/2013";"1.265,00";"PETI";
"AC";"03/2013";"1.305,00";"PETI";
"AC";"02/2013";"1.305,00";"PETI";
"AC";"05/2013";"1.315,00";"PETI";
"AC";"01/2013";"1.330,00";"PETI";
"RR";"02/2013";"1.356,00";"Seguro Defeso";
"PB";"10/2015";"1.360,00";"Garantia-Safra";
"AC";"10/2013";"1.377,42";"Seguro Defeso";
"Inválido";"12/2013";"1.400,00";"Seguro Defeso";
"DF";"12/2015";"1.576,00";"Seguro Defeso";
"DF";"11/2015";"1.576,00";"Seguro Defeso";
"DF";"09/2015";"1.576,00";"Seguro Defeso";
"DF";"03/2015";"1.576,00";"Seguro Defeso";
"DF";"10/2015";"1.576,00";"Seguro Defeso";
"MG";"08/2015";"1.610,00";"Garantia-Safra";
"TO";"10/2013";"2.034,00";"Seguro Defeso";
"AC";"08/2013";"2.034,00";"Seguro Defeso";
"RN";"09/2015";"2.040,00";"Garantia-Safra";
"RO";"11/2014";"2.064,30";"Seguro Defeso";
"TO";"06/2014";"2.085,30";"Seguro Defeso";
"MS";"08/2013";"2.087,85";"Seguro Defeso";
"Inválido";"01/2013";"2.100,00";"Seguro Defeso";
"MG";"05/2015";"2.120,00";"Garantia-Safra";
"DF";"12/2014";"2.172,00";"Seguro Defeso";
"GO";"08/2014";"2.172,00";"Seguro Defeso";
"GO";"07/2013";"2.176,66";"Seguro Defeso";
"DF";"01/2015";"2.300,00";"Seguro Defeso";
"TO";"07/2014";"2.345,40";"Seguro Defeso";
"AC";"12/2015";"2.364,00";"Seguro Defeso";
"GO";"07/2015";"2.364,00";"Seguro Defeso";
"MT";"08/2015";"2.364,00";"Seguro Defeso";
"MG";"07/2015";"2.460,00";"Garantia-Safra";
"BA";"09/2015";"2.550,00";"Garantia-Safra";
"RR";"09/2013";"2.702,37";"Seguro Defeso";
"RO";"09/2013";"2.712,00";"Seguro Defeso";
"GO";"06/2013";"2.712,00";"Seguro Defeso";
"MT";"11/2015";"2.732,89";"Seguro Defeso";
"AC";"07/2013";"2.795,64";"Seguro Defeso";
"GO";"07/2014";"2.896,00";"Seguro Defeso";
"GO";"10/2014";"2.896,00";"Seguro Defeso";
"PE";"08/2014";"2.896,00";"Seguro Defeso";
"PR";"11/2014";"3.078,77";"Seguro Defeso";
"SE";"11/2015";"3.115,00";"PETI";
"SE";"10/2015";"3.115,00";"PETI";
"SE";"12/2015";"3.115,00";"PETI";
"SE";"03/2015";"3.130,00";"PETI";
"SE";"05/2015";"3.130,00";"PETI";
"SE";"01/2015";"3.130,00";"PETI";
"SE";"08/2015";"3.130,00";"PETI";
"SE";"06/2015";"3.130,00";"PETI";
"SE";"04/2015";"3.130,00";"PETI";
"SE";"02/2015";"3.130,00";"PETI";
"SE";"09/2015";"3.130,00";"PETI";
"SE";"07/2015";"3.130,00";"PETI";
"AC";"10/2015";"3.152,00";"Seguro Defeso";
"MS";"09/2015";"3.152,00";"Seguro Defeso";
"PE";"10/2013";"3.166,00";"Seguro Defeso";
"SE";"12/2014";"3.180,00";"PETI";
"ES";"08/2015";"3.209,78";"Seguro Defeso";
"MG";"09/2013";"3.225,33";"Seguro Defeso";
"PE";"08/2015";"3.230,00";"Garantia-Safra";
"PR";"11/2013";"3.278,31";"Seguro Defeso";
"SE";"11/2014";"3.295,00";"PETI";
"Inválido";"05/2014";"3.311,22";"Seguro Defeso";
"SE";"10/2014";"3.335,00";"PETI";
"SE";"09/2014";"3.375,00";"PETI";
"RO";"10/2013";"3.390,00";"Seguro Defeso";
"PE";"08/2013";"3.390,00";"Seguro Defeso";
"RN";"08/2015";"3.400,00";"Garantia-Safra";
"SE";"08/2014";"3.410,00";"PETI";
"RO";"07/2015";"3.493,25";"Seguro Defeso";
"SE";"07/2014";"3.500,00";"PETI";
"PB";"11/2015";"3.500,00";"Garantia-Safra";
"PE";"07/2014";"3.543,93";"Seguro Defeso";
"SE";"06/2014";"3.615,00";"PETI";
"GO";"05/2014";"3.620,00";"Seguro Defeso";
"MT";"08/2014";"3.651,79";"Seguro Defeso";
"RR";"12/2013";"3.701,37";"Seguro Defeso";
"SE";"05/2014";"3.745,00";"PETI";
"SE";"04/2014";"3.795,00";"PETI";
"SE";"03/2014";"3.815,00";"PETI";
"SE";"02/2014";"3.865,00";"PETI";
"AL";"08/2015";"3.900,00";"PETI";
"AL";"09/2015";"3.900,00";"PETI";
"AL";"10/2015";"3.900,00";"PETI";
"AL";"06/2015";"3.925,00";"PETI";
"AL";"07/2015";"3.925,00";"PETI";
"GO";"08/2015";"3.940,00";"Seguro Defeso";
"GO";"06/2015";"3.940,00";"Seguro Defeso";
"AL";"05/2015";"3.950,00";"PETI";
"SE";"01/2014";"3.980,00";"PETI";
"AL";"11/2015";"4.025,00";"PETI";
"RR";"04/2013";"4.040,00";"PETI";
"MS";"07/2015";"4.055,20";"Seguro Defeso";
"RO";"08/2013";"4.068,00";"Seguro Defeso";
"PE";"11/2013";"4.068,00";"Seguro Defeso";
"CE";"11/2013";"4.068,00";"Seguro Defeso";
"AL";"04/2015";"4.075,00";"PETI";
"RR";"03/2013";"4.080,00";"PETI";
"BA";"10/2015";"4.080,00";"Garantia-Safra";
"SE";"11/2013";"4.100,00";"PETI";
"PR";"10/2014";"4.111,29";"Seguro Defeso";
"AL";"03/2015";"4.125,00";"PETI";
"AL";"02/2015";"4.125,00";"PETI";
"AL";"01/2015";"4.150,00";"PETI";
"SE";"10/2013";"4.165,00";"PETI";
"RR";"11/2015";"4.180,00";"PETI";
"RR";"10/2015";"4.180,00";"PETI";
"RR";"12/2015";"4.180,00";"PETI";
"RR";"02/2013";"4.185,00";"PETI";
"SE";"12/2013";"4.205,00";"PETI";
"PR";"08/2013";"4.210,53";"Seguro Defeso";
"RR";"08/2015";"4.220,00";"PETI";
"RR";"09/2015";"4.220,00";"PETI";
"AL";"10/2014";"4.225,00";"PETI";
"SE";"09/2013";"4.230,00";"PETI";
"AL";"12/2014";"4.250,00";"PETI";
"RR";"10/2013";"4.253,64";"Seguro Defeso";
"RR";"07/2015";"4.260,00";"PETI";
"RR";"06/2015";"4.285,00";"PETI";
"RR";"12/2014";"4.303,16";"Seguro Defeso";
"RR";"01/2013";"4.345,00";"PETI";
"AL";"12/2015";"4.350,00";"PETI";
"SE";"08/2013";"4.360,00";"PETI";
"RR";"05/2015";"4.365,00";"PETI";
"AL";"09/2014";"4.375,00";"PETI";
"SE";"07/2015";"4.420,00";"Garantia-Safra";
"AL";"11/2014";"4.425,00";"PETI";
"RR";"03/2015";"4.430,00";"PETI";
"RR";"04/2015";"4.430,00";"PETI";
"RR";"01/2015";"4.470,00";"PETI";
"RR";"02/2015";"4.470,00";"PETI";
"AL";"08/2014";"4.475,00";"PETI";
"SE";"07/2013";"4.475,00";"PETI";
"RN";"10/2013";"4.499,32";"Seguro Defeso";
"SE";"06/2013";"4.500,00";"PETI";
"PI";"11/2015";"4.515,00";"PETI";
"PI";"12/2015";"4.515,00";"PETI";
"AL";"07/2014";"4.575,00";"PETI";
"SE";"05/2013";"4.605,00";"PETI";
"PI";"09/2015";"4.615,00";"PETI";
"PI";"10/2015";"4.615,00";"PETI";
"SE";"04/2013";"4.655,00";"PETI";
"RR";"12/2014";"4.655,00";"PETI";
"AL";"06/2014";"4.675,00";"PETI";
"PI";"08/2015";"4.690,00";"PETI";
"TO";"09/2013";"4.717,52";"Seguro Defeso";
"RR";"11/2013";"4.737,82";"Seguro Defeso";
"AC";"09/2013";"4.746,00";"Seguro Defeso";
"RR";"03/2013";"4.748,95";"Seguro Defeso";
"AL";"05/2014";"4.750,00";"PETI";
"SE";"03/2013";"4.760,00";"PETI";
"PI";"07/2015";"4.765,00";"PETI";
"RR";"10/2014";"4.790,00";"PETI";
"AL";"04/2014";"4.800,00";"PETI";
"SE";"02/2013";"4.800,00";"PETI";
"RR";"11/2014";"4.810,00";"PETI";
"PI";"06/2015";"4.830,00";"PETI";
"PI";"05/2015";"4.855,00";"PETI";
"PI";"03/2015";"4.855,00";"PETI";
"PI";"02/2015";"4.855,00";"PETI";
"RR";"09/2014";"4.870,00";"PETI";
"RO";"12/2015";"4.870,00";"PETI";
"PI";"01/2015";"4.880,00";"PETI";
"PI";"12/2014";"4.880,00";"PETI";
"PI";"04/2015";"4.905,00";"PETI";
"MS";"08/2014";"4.906,96";"Seguro Defeso";
"RO";"11/2015";"4.920,00";"PETI";
"RO";"10/2015";"4.920,00";"PETI";
"PI";"11/2014";"5.005,00";"PETI";
"SE";"01/2013";"5.025,00";"PETI";
"RR";"08/2014";"5.030,00";"PETI";
"RO";"09/2015";"5.035,00";"PETI";
"PI";"10/2014";"5.055,00";"PETI";
"PE";"09/2014";"5.068,00";"Seguro Defeso";
"RO";"08/2015";"5.100,00";"PETI";
"RO";"06/2015";"5.100,00";"PETI";
"RO";"07/2015";"5.100,00";"PETI";
"PB";"08/2015";"5.100,00";"Garantia-Safra";
"AL";"03/2014";"5.125,00";"PETI";
"PI";"09/2014";"5.130,00";"PETI";
"RO";"05/2015";"5.140,00";"PETI";
"RO";"04/2015";"5.140,00";"PETI";
"TO";"11/2013";"5.196,14";"Seguro Defeso";
"AL";"02/2014";"5.200,00";"PETI";
"RO";"03/2015";"5.205,00";"PETI";
"RR";"07/2014";"5.215,00";"PETI";
"AL";"01/2014";"5.225,00";"PETI";
"RO";"01/2015";"5.230,00";"PETI";
"RO";"02/2015";"5.230,00";"PETI";
"AL";"12/2013";"5.275,00";"PETI";
"RS";"06/2014";"5.316,38";"Seguro Defeso";
"RO";"12/2014";"5.335,00";"PETI";
"PI";"08/2014";"5.355,00";"PETI";
"RR";"06/2014";"5.415,00";"PETI";
"MT";"06/2013";"5.424,00";"Seguro Defeso";
"AL";"03/2013";"5.425,00";"PETI";
"AL";"11/2013";"5.430,00";"Seguro Defeso";
"AL";"05/2013";"5.450,00";"PETI";
"AL";"01/2013";"5.450,00";"PETI";
"AL";"02/2013";"5.450,00";"PETI";
"RO";"11/2014";"5.475,00";"PETI";
"RN";"09/2014";"5.484,62";"Seguro Defeso";
"RR";"05/2014";"5.495,00";"PETI";
"GO";"09/2014";"5.496,00";"Seguro Defeso";
"AL";"04/2013";"5.500,00";"PETI";
"AL";"11/2013";"5.500,00";"PETI";
"PI";"07/2014";"5.505,00";"PETI";
"AL";"06/2013";"5.525,00";"PETI";
"CE";"08/2015";"5.525,00";"PETI";
"CE";"06/2015";"5.525,00";"PETI";
"CE";"11/2015";"5.525,00";"PETI";
"CE";"09/2015";"5.525,00";"PETI";
"CE";"12/2015";"5.525,00";"PETI";
"CE";"10/2015";"5.525,00";"PETI";
"CE";"07/2015";"5.525,00";"PETI";
"RO";"10/2014";"5.540,00";"PETI";
"PI";"06/2014";"5.555,00";"PETI";
"PI";"05/2014";"5.580,00";"PETI";
"RR";"04/2014";"5.600,00";"PETI";
"CE";"05/2015";"5.605,00";"PETI";
"AL";"09/2013";"5.650,00";"PETI";
"AL";"07/2013";"5.650,00";"PETI";
"PI";"04/2014";"5.655,00";"PETI";
"RR";"03/2014";"5.665,00";"PETI";
"CE";"04/2015";"5.685,00";"PETI";
"PI";"03/2014";"5.705,00";"PETI";
"RO";"09/2014";"5.710,00";"PETI";
"PI";"01/2013";"5.720,00";"PETI";
"AL";"08/2013";"5.725,00";"PETI";
"CE";"03/2015";"5.775,00";"PETI";
"GO";"06/2014";"5.775,10";"Seguro Defeso";
"MS";"06/2014";"5.775,52";"Seguro Defeso";
"CE";"02/2015";"5.800,00";"PETI";
"RR";"02/2014";"5.810,00";"PETI";
"RR";"01/2014";"5.850,00";"PETI";
"CE";"01/2015";"5.865,00";"PETI";
"CE";"12/2014";"5.865,00";"PETI";
"RO";"08/2014";"5.880,00";"PETI";
"PI";"02/2014";"5.880,00";"PETI";
"RR";"10/2013";"5.895,00";"PETI";
"PI";"02/2013";"5.920,00";"PETI";
"RR";"12/2013";"5.965,00";"PETI";
"CE";"11/2014";"5.965,00";"PETI";
"PI";"01/2014";"5.970,00";"PETI";
"RR";"09/2013";"5.975,00";"PETI";
"CE";"10/2014";"6.015,00";"PETI";
"PI";"12/2013";"6.020,00";"PETI";
"RO";"07/2014";"6.045,00";"PETI";
"CE";"09/2014";"6.055,00";"PETI";
"PI";"11/2013";"6.095,00";"PETI";
"PI";"05/2013";"6.120,00";"PETI";
"PI";"09/2013";"6.120,00";"PETI";
"GO";"05/2013";"6.145,23";"Seguro Defeso";
"RR";"11/2013";"6.150,00";"PETI";
"AL";"10/2013";"6.150,00";"PETI";
"RO";"06/2014";"6.165,00";"PETI";
"CE";"08/2014";"6.220,00";"PETI";
"PI";"10/2013";"6.245,00";"PETI";
"RR";"08/2013";"6.255,00";"PETI";
"RR";"06/2013";"6.280,00";"PETI";
"MT";"09/2014";"6.293,10";"Seguro Defeso";
"PI";"06/2013";"6.295,00";"PETI";
"PI";"07/2013";"6.295,00";"PETI";
"RO";"11/2015";"6.304,00";"Seguro Defeso";
"MG";"08/2015";"6.304,00";"Seguro Defeso";
"RR";"02/2015";"6.304,00";"Seguro Defeso";
"RO";"05/2014";"6.320,00";"PETI";
"RR";"07/2013";"6.320,00";"PETI";
"PI";"08/2013";"6.345,00";"PETI";
"CE";"07/2014";"6.440,00";"PETI";
"PI";"04/2013";"6.445,00";"PETI";
"PI";"03/2013";"6.520,00";"PETI";
"RO";"03/2014";"6.540,00";"PETI";
"CE";"06/2014";"6.565,00";"PETI";
"CE";"05/2014";"6.615,00";"PETI";
"SP";"09/2014";"6.637,07";"Seguro Defeso";
"RO";"04/2014";"6.650,00";"PETI";
"CE";"04/2014";"6.665,00";"PETI";
"RO";"02/2014";"6.710,00";"PETI";
"RO";"11/2013";"6.780,00";"Seguro Defeso";
"RO";"01/2014";"6.790,00";"PETI";
"RO";"12/2013";"6.815,00";"PETI";
"CE";"03/2014";"6.845,00";"PETI";
"RO";"11/2013";"6.865,00";"PETI";
"AC";"10/2014";"6.899,31";"Seguro Defeso";
"CE";"02/2014";"6.905,00";"PETI";
"CE";"01/2014";"7.020,00";"PETI";
"RO";"10/2013";"7.045,00";"PETI";
"RN";"11/2013";"7.056,59";"Seguro Defeso";
"TO";"12/2015";"7.060,00";"PETI";
"TO";"10/2015";"7.091,49";"Seguro Defeso";
"MS";"06/2015";"7.092,00";"Seguro Defeso";
"CE";"12/2013";"7.110,00";"PETI";
"TO";"11/2015";"7.135,00";"PETI";
"TO";"10/2015";"7.160,00";"PETI";
"TO";"09/2015";"7.210,00";"PETI";
"CE";"10/2013";"7.215,00";"PETI";
"CE";"11/2013";"7.240,00";"PETI";
"PR";"09/2014";"7.240,00";"Seguro Defeso";
"RO";"09/2013";"7.275,00";"PETI";
"RO";"05/2013";"7.300,00";"PETI";
"CE";"09/2013";"7.315,00";"PETI";
"TO";"08/2015";"7.335,00";"PETI";
"RO";"04/2013";"7.340,00";"PETI";
"CE";"03/2013";"7.370,00";"PETI";
"TO";"07/2015";"7.400,00";"PETI";
"MG";"09/2015";"7.413,95";"Seguro Defeso";
"CE";"02/2013";"7.420,00";"PETI";
"TO";"06/2015";"7.425,00";"PETI";
"RJ";"11/2015";"7.425,00";"PETI";
"RJ";"12/2015";"7.425,00";"PETI";
"TO";"05/2015";"7.450,00";"PETI";
"RO";"08/2013";"7.485,00";"PETI";
"RO";"03/2013";"7.495,00";"PETI";
"CE";"04/2013";"7.505,00";"PETI";
"TO";"04/2015";"7.515,00";"PETI";
"RJ";"10/2015";"7.515,00";"PETI";
"CE";"05/2013";"7.520,00";"PETI";
"AC";"09/2014";"7.520,83";"Seguro Defeso";
"RJ";"09/2015";"7.530,00";"PETI";
"CE";"01/2013";"7.550,00";"PETI";
"RJ";"08/2015";"7.555,00";"PETI";
"TO";"03/2015";"7.565,00";"PETI";
"CE";"08/2013";"7.615,00";"PETI";
"TO";"02/2015";"7.615,00";"PETI";
"RJ";"06/2015";"7.635,00";"PETI";
"RJ";"07/2015";"7.635,00";"PETI";
"TO";"01/2015";"7.665,00";"PETI";
"CE";"07/2013";"7.670,00";"PETI";
"TO";"12/2014";"7.690,00";"PETI";
"RO";"07/2013";"7.705,00";"PETI";
"RR";"05/2013";"7.720,00";"PETI";
"RO";"02/2013";"7.730,00";"PETI";
"TO";"11/2014";"7.742,00";"Seguro Defeso";
"RO";"06/2013";"7.745,00";"PETI";
"RJ";"05/2015";"7.805,00";"PETI";
"CE";"06/2013";"7.810,00";"PETI";
"RO";"09/2014";"7.822,88";"Seguro Defeso";
"RO";"01/2013";"7.835,00";"PETI";
"RJ";"04/2015";"7.880,00";"PETI";
"RJ";"03/2015";"7.920,00";"PETI";
"TO";"11/2014";"7.955,00";"PETI";
"RO";"09/2015";"7.972,08";"Seguro Defeso";
"RJ";"09/2014";"7.980,00";"PETI";
"RJ";"01/2015";"7.985,00";"PETI";
"RJ";"11/2014";"7.990,00";"PETI";
"RJ";"02/2015";"8.010,00";"PETI";
"RN";"11/2014";"8.052,78";"Seguro Defeso";
"RJ";"10/2014";"8.080,00";"PETI";
"TO";"10/2014";"8.105,00";"PETI";
"RJ";"12/2014";"8.110,00";"PETI";
"TO";"06/2013";"8.136,00";"Seguro Defeso";
"BA";"08/2015";"8.150,00";"Garantia-Safra";
"PB";"09/2015";"8.160,00";"Garantia-Safra";
"RJ";"08/2014";"8.210,00";"PETI";
"TO";"09/2014";"8.245,00";"PETI";
"TO";"08/2014";"8.400,00";"PETI";
"RR";"09/2014";"8.452,45";"Seguro Defeso";
"TO";"07/2014";"8.640,00";"PETI";
"ES";"09/2015";"8.668,00";"Seguro Defeso";
"MS";"05/2015";"8.668,00";"Seguro Defeso";
"TO";"06/2014";"8.755,00";"PETI";
"PA";"12/2015";"8.755,00";"PETI";
"TO";"05/2014";"8.855,00";"PETI";
"PA";"11/2015";"8.875,00";"PETI";
"MA";"11/2015";"8.950,00";"PETI";
"MA";"10/2015";"8.950,00";"PETI";
"MA";"12/2015";"8.950,00";"PETI";
"MS";"11/2015";"8.964,29";"Seguro Defeso";
"RN";"12/2013";"8.966,85";"Seguro Defeso";
"MA";"09/2015";"8.975,00";"PETI";
"PA";"09/2015";"8.975,00";"PETI";
"PA";"10/2015";"9.030,00";"PETI";
"PA";"08/2015";"9.040,00";"PETI";
"TO";"04/2014";"9.045,00";"PETI";
"RJ";"07/2014";"9.050,00";"PETI";
"MA";"08/2015";"9.065,00";"PETI";
"PA";"03/2015";"9.070,00";"PETI";
"MA";"07/2015";"9.105,00";"PETI";
"PA";"02/2015";"9.110,00";"PETI";
"PA";"07/2015";"9.130,00";"PETI";
"MA";"05/2015";"9.145,00";"PETI";
"MA";"06/2015";"9.145,00";"PETI";
"PA";"01/2015";"9.150,00";"PETI";
"PA";"12/2014";"9.150,00";"PETI";
"TO";"03/2014";"9.175,00";"PETI";
"PA";"06/2015";"9.210,00";"PETI";
