"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"RN";"09/2015";"54.544,02";"Seguro Defeso";
"MT";"05/2013";"54.850,00";"PETI";
"BA";"03/2015";"55.600,00";"Garantia-Safra";
"MT";"04/2013";"55.655,00";"PETI";
"SC";"09/2015";"55.980,00";"PETI";
"SC";"08/2015";"56.130,00";"PETI";
"SP";"10/2015";"56.351,00";"Seguro Defeso";
"SC";"07/2015";"56.390,00";"PETI";
"SC";"06/2015";"56.595,00";"PETI";
"MT";"03/2013";"56.670,00";"PETI";
"CE";"07/2015";"57.270,00";"Garantia-Safra";
"MT";"02/2013";"57.490,00";"PETI";
"SC";"03/2015";"57.680,00";"PETI";
"SC";"04/2015";"57.690,00";"PETI";
"SC";"05/2015";"57.800,00";"PETI";
"MT";"01/2013";"58.070,00";"PETI";
"MT";"08/2013";"58.128,00";"Seguro Defeso";
"SC";"02/2015";"58.305,00";"PETI";
"SC";"01/2015";"58.495,00";"PETI";
"MG";"05/2014";"58.644,00";"Seguro Defeso";
"SC";"12/2014";"58.985,00";"PETI";
"SC";"11/2014";"59.830,00";"PETI";
"PI";"11/2015";"59.888,00";"Seguro Defeso";
"PE";"09/2015";"60.736,86";"Seguro Defeso";
"SC";"10/2014";"61.070,00";"PETI";
"ES";"07/2015";"61.682,45";"Seguro Defeso";
"SC";"09/2014";"61.855,00";"PETI";
"SC";"08/2014";"62.835,00";"PETI";
"AL";"09/2015";"63.828,00";"Seguro Defeso";
"PB";"09/2015";"63.828,00";"Seguro Defeso";
"SE";"09/2015";"64.616,00";"Seguro Defeso";
"TO";"04/2014";"65.160,00";"Seguro Defeso";
"RJ";"07/2015";"65.375,94";"Seguro Defeso";
"SE";"09/2014";"65.444,93";"Seguro Defeso";
"SC";"07/2014";"65.875,00";"PETI";
"SC";"06/2014";"66.935,00";"PETI";
"SE";"10/2013";"67.767,73";"Seguro Defeso";
"SE";"08/2014";"68.200,00";"Garantia-Safra";
"SE";"09/2014";"68.200,00";"Garantia-Safra";
"SC";"05/2014";"68.740,00";"PETI";
"AL";"11/2014";"69.431,07";"Seguro Defeso";
"SC";"04/2014";"69.745,00";"PETI";
"SC";"03/2014";"70.385,00";"PETI";
"PR";"12/2015";"70.660,00";"PETI";
"AP";"10/2015";"71.293,36";"Seguro Defeso";
"PR";"11/2015";"71.510,00";"PETI";
"SC";"01/2014";"71.705,00";"PETI";
"PI";"08/2015";"71.708,00";"Seguro Defeso";
"SC";"02/2014";"71.845,00";"PETI";
"PR";"10/2015";"72.275,00";"PETI";
"SC";"12/2013";"72.545,00";"PETI";
"PR";"09/2015";"73.345,00";"PETI";
"SC";"11/2013";"73.415,00";"PETI";
"PR";"08/2015";"74.260,00";"PETI";
"SC";"10/2013";"74.345,00";"PETI";
"MT";"04/2013";"74.461,19";"Seguro Defeso";
"PR";"07/2015";"74.760,00";"PETI";
"SC";"09/2013";"74.770,00";"PETI";
"PB";"07/2015";"75.092,28";"Seguro Defeso";
"SC";"08/2013";"75.370,00";"PETI";
"PR";"06/2015";"75.965,00";"PETI";
"SC";"07/2013";"76.405,00";"PETI";
"SC";"04/2013";"77.185,00";"PETI";
"SC";"06/2013";"77.500,00";"PETI";
"SC";"05/2013";"77.830,00";"PETI";
"SC";"01/2013";"78.160,00";"PETI";
"SC";"03/2013";"78.365,00";"PETI";
"SC";"07/2013";"78.529,70";"Seguro Defeso";
"PR";"05/2015";"79.145,00";"PETI";
"SC";"02/2013";"79.175,00";"PETI";
"PR";"04/2015";"79.705,00";"PETI";
"PR";"02/2015";"81.025,00";"PETI";
"PR";"03/2015";"81.080,00";"PETI";
"PR";"01/2015";"81.645,00";"PETI";
"AC";"07/2014";"81.846,63";"Seguro Defeso";
"RJ";"07/2014";"81.973,47";"Seguro Defeso";
"CE";"08/2014";"82.264,35";"Seguro Defeso";
"PR";"10/2014";"82.670,00";"PETI";
"SE";"07/2014";"82.825,00";"Garantia-Safra";
"PR";"12/2014";"82.955,00";"PETI";
"PE";"11/2015";"83.301,75";"Seguro Defeso";
"PR";"11/2014";"83.635,00";"PETI";
"PR";"09/2014";"83.730,00";"PETI";
"RO";"05/2014";"85.554,53";"Seguro Defeso";
"PR";"08/2014";"86.040,00";"PETI";
"RJ";"08/2014";"86.237,77";"Seguro Defeso";
"MG";"04/2013";"86.638,69";"Seguro Defeso";
"CE";"09/2013";"86.784,00";"Seguro Defeso";
"ES";"07/2014";"87.604,00";"Seguro Defeso";
"PR";"07/2014";"87.710,00";"PETI";
"MA";"11/2014";"88.230,00";"Garantia-Safra";
"MA";"01/2015";"88.230,00";"Garantia-Safra";
"MA";"12/2014";"88.230,00";"Garantia-Safra";
"PR";"06/2014";"88.320,00";"PETI";
"TO";"08/2015";"89.344,32";"Seguro Defeso";
"PR";"05/2014";"89.890,00";"PETI";
"PR";"04/2014";"91.480,00";"PETI";
"SE";"04/2013";"91.703,50";"Seguro Defeso";
"SE";"08/2015";"92.196,00";"Seguro Defeso";
"PR";"03/2014";"92.275,00";"PETI";
"CE";"12/2014";"92.660,95";"Seguro Defeso";
"PR";"02/2014";"93.545,00";"PETI";
"PI";"07/2015";"93.772,00";"Seguro Defeso";
"PR";"12/2013";"94.165,00";"PETI";
"PR";"01/2014";"94.320,00";"PETI";
"PR";"10/2013";"95.195,00";"PETI";
"MA";"02/2015";"95.710,00";"Garantia-Safra";
"PR";"11/2013";"95.805,00";"PETI";
"AL";"07/2013";"97.205,04";"Seguro Defeso";
"PR";"07/2013";"97.395,00";"PETI";
"PR";"09/2013";"97.510,00";"PETI";
"PR";"08/2013";"97.570,00";"PETI";
"SE";"08/2014";"97.794,38";"Seguro Defeso";
"PR";"06/2013";"98.215,00";"PETI";
"MG";"11/2014";"98.323,72";"Seguro Defeso";
"PR";"05/2013";"98.635,00";"PETI";
"PR";"04/2013";"99.085,00";"PETI";
"PR";"03/2013";"99.305,00";"PETI";
"MA";"08/2014";"99.975,00";"Garantia-Safra";
"PR";"02/2013";"100.095,00";"PETI";
"PR";"01/2013";"100.650,00";"PETI";
"MA";"09/2014";"101.945,00";"Garantia-Safra";
"PB";"11/2014";"103.357,10";"Seguro Defeso";
"MA";"11/2013";"104.641,68";"Seguro Defeso";
"AM";"11/2013";"106.819,66";"Seguro Defeso";
"SE";"11/2015";"107.169,78";"Seguro Defeso";
"MG";"04/2015";"108.947,42";"Seguro Defeso";
"MT";"04/2014";"110.951,40";"Seguro Defeso";
"RN";"11/2013";"111.940,00";"Garantia-Safra";
"AP";"12/2015";"112.504,36";"Seguro Defeso";
"CE";"09/2014";"117.111,12";"Seguro Defeso";
"PI";"05/2013";"118.650,00";"Seguro Defeso";
"SE";"09/2013";"120.081,16";"Seguro Defeso";
"MA";"07/2014";"124.775,00";"Garantia-Safra";
"TO";"04/2013";"125.430,00";"Seguro Defeso";
"PI";"07/2014";"128.872,00";"Seguro Defeso";
"PB";"10/2013";"132.619,00";"Seguro Defeso";
"PB";"11/2013";"136.278,00";"Seguro Defeso";
"RN";"07/2013";"140.627,03";"Seguro Defeso";
"RJ";"08/2013";"142.120,47";"Seguro Defeso";
"GO";"12/2015";"142.800,00";"PETI";
"AP";"10/2014";"143.782,30";"Seguro Defeso";
"GO";"11/2015";"144.190,00";"PETI";
"PB";"10/2014";"144.283,11";"Seguro Defeso";
"PE";"06/2013";"145.092,00";"Seguro Defeso";
"GO";"10/2015";"145.540,00";"PETI";
"GO";"09/2015";"146.675,00";"PETI";
"GO";"08/2015";"147.610,00";"PETI";
"GO";"07/2015";"148.430,00";"PETI";
"AP";"11/2014";"148.496,04";"Seguro Defeso";
"GO";"06/2015";"149.020,00";"PETI";
"GO";"05/2015";"149.055,00";"PETI";
"RO";"04/2015";"149.874,23";"Seguro Defeso";
"GO";"04/2015";"150.060,00";"PETI";
"RJ";"07/2013";"150.378,00";"Seguro Defeso";
"GO";"03/2015";"151.255,00";"PETI";
"MA";"12/2015";"151.340,00";"Garantia-Safra";
"GO";"02/2015";"152.045,00";"PETI";
"GO";"01/2015";"153.030,00";"PETI";
"GO";"12/2014";"154.355,00";"PETI";
"GO";"11/2014";"155.630,00";"PETI";
"AC";"04/2013";"156.474,62";"Seguro Defeso";
"GO";"01/2013";"157.150,00";"PETI";
"GO";"02/2013";"157.255,00";"PETI";
"GO";"10/2014";"157.930,00";"PETI";
"PI";"08/2014";"157.960,00";"Garantia-Safra";
"GO";"03/2013";"158.130,00";"PETI";
"GO";"09/2014";"158.900,00";"PETI";
"CE";"07/2013";"159.867,35";"Seguro Defeso";
"TO";"07/2015";"160.752,00";"Seguro Defeso";
"GO";"08/2014";"160.770,00";"PETI";
"GO";"04/2013";"162.520,00";"PETI";
"GO";"05/2013";"162.820,00";"PETI";
"PB";"07/2014";"164.752,93";"Seguro Defeso";
"GO";"07/2014";"167.100,00";"PETI";
"RO";"08/2014";"167.486,75";"Seguro Defeso";
"GO";"07/2013";"168.245,00";"PETI";
"GO";"06/2014";"168.740,00";"PETI";
"GO";"06/2013";"169.110,00";"PETI";
"GO";"08/2013";"169.420,00";"PETI";
"GO";"10/2013";"169.990,00";"PETI";
"GO";"01/2014";"170.435,00";"PETI";
"GO";"03/2014";"170.560,00";"PETI";
"GO";"12/2013";"171.135,00";"PETI";
"GO";"04/2014";"171.430,00";"PETI";
"GO";"05/2014";"171.610,00";"PETI";
"GO";"09/2013";"172.155,00";"PETI";
"MA";"10/2015";"172.943,31";"Seguro Defeso";
"GO";"02/2014";"173.130,00";"PETI";
"GO";"11/2013";"173.175,00";"PETI";
"MA";"09/2013";"178.624,66";"Seguro Defeso";
"ES";"07/2013";"182.855,30";"Seguro Defeso";
"RJ";"08/2015";"185.049,58";"Seguro Defeso";
"PE";"07/2015";"186.460,00";"Garantia-Safra";
"MG";"04/2014";"186.985,72";"Seguro Defeso";
"AL";"11/2015";"190.133,63";"Seguro Defeso";
"RS";"03/2013";"190.293,87";"Seguro Defeso";
"RS";"04/2013";"190.312,33";"Seguro Defeso";
"AL";"04/2015";"193.079,56";"Seguro Defeso";
"AC";"06/2015";"194.463,61";"Seguro Defeso";
"AM";"12/2015";"195.411,75";"Seguro Defeso";
"CE";"06/2014";"206.480,00";"Garantia-Safra";
"SC";"06/2013";"208.728,36";"Seguro Defeso";
"AL";"10/2015";"215.255,55";"Seguro Defeso";
"SE";"04/2015";"216.557,57";"Seguro Defeso";
"RS";"04/2014";"216.793,68";"Seguro Defeso";
"PE";"06/2014";"220.096,00";"Seguro Defeso";
"AM";"10/2013";"221.627,73";"Seguro Defeso";
"MT";"07/2013";"221.786,92";"Seguro Defeso";
"RO";"04/2013";"224.552,34";"Seguro Defeso";
"RS";"03/2014";"228.731,00";"Seguro Defeso";
"PE";"05/2015";"230.202,58";"Seguro Defeso";
"PE";"08/2015";"234.824,00";"Seguro Defeso";
"BA";"09/2013";"237.155,63";"Seguro Defeso";
"ES";"04/2015";"237.256,22";"Seguro Defeso";
"PB";"07/2014";"239.515,00";"Garantia-Safra";
"PB";"07/2013";"245.803,29";"Seguro Defeso";
"PI";"07/2013";"248.985,86";"Seguro Defeso";
"SE";"10/2015";"249.283,09";"Seguro Defeso";
"AM";"11/2014";"258.268,74";"Seguro Defeso";
"SP";"11/2013";"260.597,44";"Seguro Defeso";
"TO";"03/2013";"275.100,03";"Seguro Defeso";
"PI";"09/2015";"279.236,58";"Seguro Defeso";
"AC";"05/2015";"282.094,89";"Seguro Defeso";
"MA";"11/2015";"286.240,37";"Seguro Defeso";
"AM";"10/2015";"288.580,09";"Seguro Defeso";
"RO";"04/2014";"292.820,08";"Seguro Defeso";
"AL";"08/2015";"300.228,00";"Seguro Defeso";
"MA";"10/2013";"300.342,00";"Seguro Defeso";
"AL";"08/2014";"301.908,00";"Seguro Defeso";
"SC";"06/2014";"305.237,39";"Seguro Defeso";
"AM";"08/2013";"305.695,38";"Seguro Defeso";
"AP";"11/2015";"317.523,34";"Seguro Defeso";
"PB";"12/2013";"320.771,80";"Seguro Defeso";
"PI";"07/2015";"324.020,00";"Garantia-Safra";
"GO";"12/2015";"327.020,00";"Seguro Defeso";
"MA";"12/2015";"327.531,81";"Seguro Defeso";
"RN";"09/2014";"327.980,00";"Garantia-Safra";
"SE";"04/2014";"335.651,56";"Seguro Defeso";
"AP";"06/2013";"337.793,96";"Seguro Defeso";
"RJ";"06/2013";"339.453,26";"Seguro Defeso";
"SP";"11/2014";"343.481,67";"Seguro Defeso";
"AL";"04/2014";"351.847,29";"Seguro Defeso";
"SE";"06/2014";"358.410,00";"Garantia-Safra";
"PI";"12/2015";"358.540,00";"Seguro Defeso";
"AL";"12/2014";"361.305,00";"Garantia-Safra";
"AL";"11/2014";"361.925,00";"Garantia-Safra";
"SE";"05/2015";"366.350,00";"Garantia-Safra";
"AM";"10/2014";"366.777,32";"Seguro Defeso";
"PI";"03/2015";"367.670,00";"Garantia-Safra";
"RJ";"05/2015";"367.912,39";"Seguro Defeso";
"PI";"06/2015";"377.400,00";"Garantia-Safra";
"AL";"10/2014";"378.200,00";"Garantia-Safra";
"RJ";"06/2014";"386.262,58";"Seguro Defeso";
"TO";"02/2013";"388.768,97";"Seguro Defeso";
"PI";"05/2015";"389.485,00";"Garantia-Safra";
"SP";"06/2013";"389.838,17";"Seguro Defeso";
"PI";"06/2014";"393.370,00";"Garantia-Safra";
"PB";"06/2013";"394.596,00";"Seguro Defeso";
"SE";"07/2013";"397.260,16";"Seguro Defeso";
"MA";"08/2013";"398.239,98";"Seguro Defeso";
"BA";"09/2014";"402.430,01";"Seguro Defeso";
"AC";"06/2014";"402.717,12";"Seguro Defeso";
"CE";"07/2014";"404.370,39";"Seguro Defeso";
"PB";"05/2015";"406.269,15";"Seguro Defeso";
"AL";"07/2014";"406.422,17";"Seguro Defeso";
"RS";"05/2015";"412.338,89";"Seguro Defeso";
"AP";"05/2013";"415.386,81";"Seguro Defeso";
"AL";"10/2014";"419.887,94";"Seguro Defeso";
"RN";"08/2014";"424.515,00";"Garantia-Safra";
"GO";"02/2013";"425.734,00";"Seguro Defeso";
"PI";"04/2013";"426.503,70";"Seguro Defeso";
"RS";"03/2015";"427.096,00";"Seguro Defeso";
"SP";"10/2013";"434.729,49";"Seguro Defeso";
"PI";"06/2014";"435.408,01";"Seguro Defeso";
"RS";"04/2015";"436.534,37";"Seguro Defeso";
"RJ";"09/2013";"442.405,55";"Seguro Defeso";
"MA";"06/2014";"450.625,00";"Garantia-Safra";
"ES";"05/2015";"455.354,00";"Seguro Defeso";
"ES";"09/2014";"469.038,48";"Seguro Defeso";
"AM";"11/2015";"471.541,22";"Seguro Defeso";
"RJ";"09/2014";"472.852,71";"Seguro Defeso";
"GO";"02/2014";"473.116,00";"Seguro Defeso";
"RJ";"10/2015";"478.292,80";"Seguro Defeso";
"ES";"04/2014";"493.908,43";"Seguro Defeso";
"PI";"04/2015";"497.590,00";"Garantia-Safra";
"PE";"04/2015";"498.804,00";"Seguro Defeso";
"PI";"07/2014";"499.545,00";"Garantia-Safra";
"SC";"07/2015";"503.154,89";"Seguro Defeso";
"SE";"07/2014";"512.173,40";"Seguro Defeso";
"RJ";"09/2015";"517.278,66";"Seguro Defeso";
"MG";"05/2014";"519.710,00";"Garantia-Safra";
"SE";"08/2013";"526.897,50";"Seguro Defeso";
"SP";"06/2014";"534.166,39";"Seguro Defeso";
"PR";"05/2015";"536.806,14";"Seguro Defeso";
"SP";"05/2015";"538.234,01";"Seguro Defeso";
"SP";"10/2014";"542.623,86";"Seguro Defeso";
"AM";"07/2013";"544.883,98";"Seguro Defeso";
"PE";"05/2014";"552.412,00";"Seguro Defeso";
"ES";"06/2014";"558.636,27";"Seguro Defeso";
"AP";"08/2015";"561.380,52";"Seguro Defeso";
"ES";"06/2013";"566.422,07";"Seguro Defeso";
"BA";"04/2015";"573.420,61";"Seguro Defeso";
"PB";"06/2014";"581.400,00";"Garantia-Safra";
"RS";"06/2015";"581.823,41";"Seguro Defeso";
"PB";"06/2014";"588.711,21";"Seguro Defeso";
"AP";"06/2014";"590.787,18";"Seguro Defeso";
"PB";"07/2015";"593.510,00";"Garantia-Safra";
"AP";"09/2014";"609.111,46";"Seguro Defeso";
"AP";"09/2015";"609.958,32";"Seguro Defeso";
"PR";"06/2014";"633.993,46";"Seguro Defeso";
"AM";"06/2013";"658.340,33";"Seguro Defeso";
"RN";"06/2013";"660.167,46";"Seguro Defeso";
"PE";"05/2013";"674.099,93";"Seguro Defeso";
"PI";"05/2014";"684.464,72";"Seguro Defeso";
"PR";"06/2013";"692.238,00";"Seguro Defeso";
"ES";"06/2015";"692.740,21";"Seguro Defeso";
"RJ";"05/2014";"707.656,96";"Seguro Defeso";
"PE";"04/2014";"718.208,00";"Seguro Defeso";
"ES";"05/2014";"727.454,43";"Seguro Defeso";
"PR";"04/2013";"746.150,96";"Seguro Defeso";
"CE";"07/2015";"755.323,42";"Seguro Defeso";
"RN";"06/2014";"763.958,70";"Seguro Defeso";
"BA";"04/2013";"764.904,06";"Seguro Defeso";
"ES";"10/2015";"765.936,00";"Seguro Defeso";
"SC";"05/2013";"771.660,73";"Seguro Defeso";
"PI";"06/2015";"776.368,95";"Seguro Defeso";
"AC";"05/2014";"785.295,28";"Seguro Defeso";
"SC";"05/2015";"786.409,87";"Seguro Defeso";
"AL";"09/2014";"794.470,00";"Garantia-Safra";
"SE";"02/2013";"795.825,00";"Garantia-Safra";
"GO";"12/2013";"798.006,00";"Seguro Defeso";
"RR";"07/2015";"802.184,00";"Seguro Defeso";
"RN";"05/2015";"808.488,00";"Seguro Defeso";
"RS";"11/2013";"818.210,34";"Seguro Defeso";
"RJ";"06/2015";"826.244,23";"Seguro Defeso";
"RO";"12/2013";"829.872,00";"Seguro Defeso";
"SP";"11/2015";"835.511,01";"Seguro Defeso";
"MG";"02/2015";"838.100,00";"Garantia-Safra";
"ES";"11/2014";"839.853,35";"Seguro Defeso";
"SE";"10/2013";"840.000,00";"Garantia-Safra";
"AP";"05/2014";"844.946,64";"Seguro Defeso";
"RJ";"05/2013";"858.500,36";"Seguro Defeso";
"AP";"07/2015";"860.485,17";"Seguro Defeso";
"AM";"09/2015";"862.264,68";"Seguro Defeso";
"MA";"09/2013";"867.140,00";"Garantia-Safra";
"RJ";"11/2013";"870.732,03";"Seguro Defeso";
"PR";"04/2015";"874.680,00";"Seguro Defeso";
"PE";"07/2014";"882.045,00";"Garantia-Safra";
"AM";"08/2015";"883.055,76";"Seguro Defeso";
"SE";"03/2015";"897.850,00";"Garantia-Safra";
"MA";"05/2014";"900.150,00";"Garantia-Safra";
"AP";"07/2013";"907.624,22";"Seguro Defeso";
"PE";"06/2015";"912.504,00";"Seguro Defeso";
"RJ";"04/2015";"917.335,86";"Seguro Defeso";
"RS";"11/2014";"930.866,84";"Seguro Defeso";
"PR";"04/2014";"939.719,30";"Seguro Defeso";
"PI";"05/2015";"946.108,25";"Seguro Defeso";
"AL";"04/2013";"946.367,85";"Seguro Defeso";
"MG";"01/2013";"960.260,00";"Garantia-Safra";
"SE";"05/2014";"995.195,00";"Garantia-Safra";
"AP";"11/2013";"1.001.236,28";"Seguro Defeso";
"RR";"03/2014";"1.012.172,64";"Seguro Defeso";
"SE";"11/2013";"1.025.865,00";"Garantia-Safra";
"SE";"01/2013";"1.029.815,00";"Garantia-Safra";
"RN";"12/2014";"1.034.414,69";"Seguro Defeso";
"SC";"12/2015";"1.037.605,19";"Seguro Defeso";
"MA";"07/2013";"1.043.561,20";"Seguro Defeso";
"RR";"07/2014";"1.050.183,41";"Seguro Defeso";
"GO";"01/2014";"1.050.198,00";"Seguro Defeso";
"ES";"11/2013";"1.051.604,82";"Seguro Defeso";
"RN";"07/2014";"1.052.250,00";"Garantia-Safra";
"GO";"02/2015";"1.056.536,00";"Seguro Defeso";
"BA";"09/2015";"1.059.827,68";"Seguro Defeso";
"PB";"05/2013";"1.060.012,74";"Seguro Defeso";
"RJ";"04/2014";"1.065.113,09";"Seguro Defeso";
"PB";"06/2015";"1.090.507,17";"Seguro Defeso";
"MA";"09/2015";"1.106.955,20";"Seguro Defeso";
"SC";"05/2014";"1.107.653,06";"Seguro Defeso";
"AL";"03/2015";"1.115.370,00";"Garantia-Safra";
"SP";"05/2013";"1.116.047,23";"Seguro Defeso";
"GO";"03/2013";"1.120.125,79";"Seguro Defeso";
"PB";"08/2014";"1.134.155,00";"Garantia-Safra";
"PR";"06/2015";"1.144.176,00";"Seguro Defeso";
"PA";"10/2015";"1.152.977,75";"Seguro Defeso";
"PR";"05/2014";"1.164.026,00";"Seguro Defeso";
"RJ";"11/2014";"1.175.695,93";"Seguro Defeso";
"AP";"05/2015";"1.176.548,33";"Seguro Defeso";
"GO";"03/2014";"1.196.772,00";"Seguro Defeso";
"AL";"07/2015";"1.202.580,00";"Garantia-Safra";
"SE";"12/2015";"1.226.245,00";"Garantia-Safra";
"SP";"05/2014";"1.232.684,63";"Seguro Defeso";
"AL";"01/2015";"1.236.910,00";"Garantia-Safra";
"MG";"01/2014";"1.237.515,00";"Garantia-Safra";
"SC";"12/2013";"1.243.783,14";"Seguro Defeso";
"CE";"07/2014";"1.254.135,00";"Garantia-Safra";
"SP";"06/2015";"1.276.774,89";"Seguro Defeso";
"PE";"06/2014";"1.277.420,00";"Garantia-Safra";
"AL";"07/2014";"1.278.480,00";"Garantia-Safra";
"PR";"05/2013";"1.284.009,93";"Seguro Defeso";
"RR";"06/2013";"1.287.729,96";"Seguro Defeso";
"AP";"08/2014";"1.300.860,03";"Seguro Defeso";
"MA";"11/2013";"1.311.390,00";"Garantia-Safra";
"PE";"04/2013";"1.324.023,40";"Seguro Defeso";
"AM";"05/2015";"1.326.093,72";"Seguro Defeso";
"RS";"06/2013";"1.327.887,82";"Seguro Defeso";
"PE";"02/2013";"1.351.705,70";"Seguro Defeso";
"RO";"12/2014";"1.353.938,92";"Seguro Defeso";
"PB";"05/2014";"1.357.708,16";"Seguro Defeso";
"AL";"07/2015";"1.359.199,88";"Seguro Defeso";
"RS";"08/2014";"1.366.374,20";"Seguro Defeso";
"AL";"08/2014";"1.369.780,00";"Garantia-Safra";
"CE";"01/2013";"1.382.151,15";"Seguro Defeso";
"MG";"03/2013";"1.417.080,00";"Garantia-Safra";
"AM";"05/2013";"1.418.792,40";"Seguro Defeso";
"RS";"10/2015";"1.420.356,00";"Seguro Defeso";
"CE";"01/2014";"1.427.855,72";"Seguro Defeso";
"AL";"02/2014";"1.430.200,00";"Garantia-Safra";
"RO";"03/2015";"1.444.016,38";"Seguro Defeso";
"AP";"08/2013";"1.448.514,64";"Seguro Defeso";
"SP";"04/2015";"1.450.187,33";"Seguro Defeso";
"SP";"04/2013";"1.453.573,78";"Seguro Defeso";
"PB";"03/2015";"1.463.010,00";"Garantia-Safra";
"RJ";"04/2013";"1.463.576,96";"Seguro Defeso";
"RR";"05/2015";"1.493.275,13";"Seguro Defeso";
"AL";"01/2013";"1.538.325,00";"Garantia-Safra";
"AP";"07/2014";"1.546.886,17";"Seguro Defeso";
"PB";"04/2015";"1.552.570,37";"Seguro Defeso";
"SP";"04/2014";"1.563.467,28";"Seguro Defeso";
"RN";"05/2013";"1.576.991,78";"Seguro Defeso";
"AM";"09/2014";"1.583.289,36";"Seguro Defeso";
"PR";"12/2015";"1.596.488,00";"Seguro Defeso";
"AL";"11/2013";"1.599.360,00";"Garantia-Safra";
"AL";"12/2013";"1.602.700,00";"Garantia-Safra";
"MA";"06/2013";"1.614.520,00";"Garantia-Safra";
"RS";"10/2014";"1.623.703,71";"Seguro Defeso";
"RS";"10/2013";"1.627.931,97";"Seguro Defeso";
"MA";"02/2013";"1.635.555,00";"Garantia-Safra";
"MA";"03/2014";"1.638.265,00";"Garantia-Safra";
"SE";"06/2013";"1.641.460,00";"Garantia-Safra";
"TO";"02/2014";"1.658.564,00";"Seguro Defeso";
"MA";"04/2013";"1.659.700,00";"Garantia-Safra";
"MA";"08/2013";"1.663.480,00";"Garantia-Safra";
"MA";"07/2013";"1.663.760,00";"Garantia-Safra";
"MA";"05/2013";"1.664.180,00";"Garantia-Safra";
"MA";"04/2014";"1.685.130,00";"Garantia-Safra";
"SE";"12/2013";"1.696.995,00";"Garantia-Safra";
"MG";"01/2015";"1.706.120,00";"Garantia-Safra";
"GO";"12/2014";"1.707.888,38";"Seguro Defeso";
"MA";"03/2013";"1.724.100,00";"Garantia-Safra";
"RN";"05/2014";"1.726.673,41";"Seguro Defeso";
"MA";"01/2013";"1.731.610,00";"Garantia-Safra";
"SC";"10/2013";"1.737.395,74";"Seguro Defeso";
"RS";"02/2013";"1.743.382,95";"Seguro Defeso";
"PE";"06/2015";"1.744.170,00";"Garantia-Safra";
"SE";"04/2013";"1.751.780,00";"Garantia-Safra";
"SE";"09/2013";"1.755.740,00";"Garantia-Safra";
"SE";"08/2013";"1.755.740,00";"Garantia-Safra";
"SE";"07/2013";"1.755.740,00";"Garantia-Safra";
"SE";"05/2013";"1.756.020,00";"Garantia-Safra";
"AC";"04/2015";"1.763.139,03";"Seguro Defeso";
"MG";"09/2013";"1.765.885,00";"Garantia-Safra";
"MG";"12/2013";"1.774.295,00";"Garantia-Safra";
"GO";"01/2015";"1.778.992,00";"Seguro Defeso";
"MA";"10/2013";"1.789.085,00";"Garantia-Safra";
"PE";"02/2014";"1.789.440,00";"Seguro Defeso";
"AL";"03/2014";"1.792.395,00";"Garantia-Safra";
"SE";"01/2014";"1.795.830,00";"Garantia-Safra";
"BA";"07/2014";"1.811.990,00";"Garantia-Safra";
"SE";"04/2014";"1.814.740,00";"Garantia-Safra";
"RN";"06/2015";"1.819.840,75";"Seguro Defeso";
"PB";"05/2015";"1.821.130,00";"Garantia-Safra";
"CE";"02/2013";"1.827.890,00";"Seguro Defeso";
"PE";"03/2015";"1.837.430,00";"Garantia-Safra";
"CE";"02/2014";"1.838.592,00";"Seguro Defeso";
"PB";"04/2015";"1.843.480,00";"Garantia-Safra";
"MA";"12/2013";"1.848.650,00";"Garantia-Safra";
"ES";"05/2013";"1.854.661,00";"Seguro Defeso";
"GO";"01/2013";"1.854.752,00";"Seguro Defeso";
"RS";"02/2014";"1.865.540,00";"Seguro Defeso";
"SC";"08/2013";"1.870.033,23";"Seguro Defeso";
"CE";"02/2015";"1.893.425,21";"Seguro Defeso";
"AP";"04/2015";"1.899.960,16";"Seguro Defeso";
"MT";"12/2015";"1.916.416,00";"Seguro Defeso";
"SC";"06/2015";"1.928.873,47";"Seguro Defeso";
"RJ";"02/2013";"1.929.651,98";"Seguro Defeso";
"RN";"04/2015";"1.932.839,03";"Seguro Defeso";
"GO";"03/2015";"1.955.752,00";"Seguro Defeso";
"RJ";"02/2014";"1.978.218,01";"Seguro Defeso";
"PE";"05/2015";"2.007.270,00";"Garantia-Safra";
"TO";"12/2015";"2.014.128,00";"Seguro Defeso";
"SC";"08/2014";"2.015.318,39";"Seguro Defeso";
"ES";"10/2013";"2.047.804,70";"Seguro Defeso";
"AP";"04/2014";"2.055.563,93";"Seguro Defeso";
"AP";"09/2013";"2.064.118,59";"Seguro Defeso";
"PE";"12/2013";"2.066.668,28";"Seguro Defeso";
"AL";"05/2015";"2.070.864,00";"Seguro Defeso";
"SE";"02/2014";"2.096.900,00";"Garantia-Safra";
"MA";"08/2015";"2.115.632,21";"Seguro Defeso";
"AP";"04/2013";"2.145.302,77";"Seguro Defeso";
"MA";"02/2014";"2.149.540,00";"Garantia-Safra";
"PB";"04/2013";"2.150.529,33";"Seguro Defeso";
"CE";"06/2015";"2.156.810,00";"Garantia-Safra";
"RN";"02/2013";"2.161.175,00";"Garantia-Safra";
"PR";"12/2013";"2.183.747,21";"Seguro Defeso";
"MG";"02/2013";"2.184.555,00";"Garantia-Safra";
"SE";"03/2014";"2.191.355,00";"Garantia-Safra";
